manifest_schema_version,generation_id,code_environment_fingerprint,code_sha,git_tracked_worktree_dirty,git_tracked_diff_sha256,benchmark_source_sha256,active_project_path,project_toml_sha256,manifest_toml_present,manifest_toml_sha256,julia_version,julia_threads,cpu_name,architecture,kernel,cpu_threads,genome_length,source_read_length,minimum_observed_read_length,coverage,error_rate,fixture_seed,corrector_seed,max_k,nanopore_wall_ceiling_seconds,prewiring_illumina_sha256,summary_sha256,telemetry_sha256,checks_sha256
1,9ee7885e495084b3fe7a2594e83c9656e32770d0815e5b26b7c939083251115f,c1eadb9227b07d7a5ede067d332fb002cf61fdbc8e92fc233ad5fb9363a15622,20400a02027daa3f8b8070ae8a25002ecb12a778,false,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,31555c3cdd37fcea74c512c6ad5c443c3c8a68c6f92d4eae56f0db1be42211bd,/Users/cameronprybol/workspace/Mycelia/.worktrees/td-jt7r-2-branching-frontier/Project.toml,d1f7b1d61216c1de6b385afe6e7b8c6740b5b7c7285ee18cee09cd74fef994ac,true,bd814ac9d374e22d43fc391f243e1527041728f5cacf2ca7b071cc25b52e09e3,1.10.10,1,apple-m1,aarch64,Darwin,6,2000,1200,1000,8,0.05,42,1042,31,120.0,d36e3b6a10685346aa7b0238b48b4ab7fcefbed88f82cad7d959b0a831cdd311,0917876a824ea0a0e2f0061da6e51bcda7e9626fb52a90c0cb62aa8154c79ae5,b0842312e06494f821f7853575b8f89db138cfcd2ec08fa2cdee41031c00b7d3,73cadad4d37cc13c974d65883fdc8c138122f7e924b3bcefe4fafe7e9ab72307
