benchmark_schema_version,benchmark_run_id,benchmark_scale,benchmark_dataset_ids,benchmark_git_commit,benchmark_dataset_id,benchmark_hypothesis_id,hypothesis_id,dataset_id,fixture_id,fixture_name,organism,data_type,coverage,noise_rate,seed,algorithm,strategy_name,implementation_scope,path_vertices,truth_vertices,exact_path_match,vertex_edit_distance,path_accuracy,log_probability,failure_code,runtime_s,peak_rss_mib
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,5,0.01,42,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,B1,B2,T","S,B1,B2,T",true,0,1.0,-1.0216513308652904,none,5.0067901611328125e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,5,0.01,42,greedy,GreedyViterbi,harness_local_greedy_baseline,"S,A1,A2,T","S,B1,B2,T",false,2,0.0,-1.9740811593553071,none,2.86102294921875e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,5,0.01,123,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,B1,B2,T","S,B1,B2,T",true,0,1.0,-0.9038683118755728,none,5.9604644775390625e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,5,0.01,123,greedy,GreedyViterbi,harness_local_greedy_baseline,"S,A1,A2,T","S,B1,B2,T",false,2,0.0,-2.0794416416798107,none,2.1457672119140625e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,5,0.01,456,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,B1,B2,T","S,B1,B2,T",true,0,1.0,-1.0216513308652904,none,5.0067901611328125e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,5,0.01,456,greedy,GreedyViterbi,harness_local_greedy_baseline,"S,A1,A2,T","S,B1,B2,T",false,2,0.0,-1.9740811593553071,none,1.9073486328125e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,5,0.05,42,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,B1,B2,T","S,B1,B2,T",true,0,1.0,-1.2223219657213993,none,5.0067901611328125e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,5,0.05,42,greedy,GreedyViterbi,harness_local_greedy_baseline,"S,A1,A2,T","S,B1,B2,T",false,2,0.0,-2.1747517942114163,none,2.86102294921875e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,5,0.05,123,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,B1,B2,T","S,B1,B2,T",true,0,1.0,-0.9991784644071782,none,4.76837158203125e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,5,0.05,123,greedy,GreedyViterbi,harness_local_greedy_baseline,"S,A1,A2,T","S,B1,B2,T",false,2,0.0,-2.1747517942114163,none,2.1457672119140625e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,5,0.05,456,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,B1,B2,T","S,B1,B2,T",true,0,1.0,-1.0216513308652904,none,5.9604644775390625e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,5,0.05,456,greedy,GreedyViterbi,harness_local_greedy_baseline,"S,A1,A2,T","S,B1,B2,T",false,2,0.0,-1.9740811593553071,none,2.86102294921875e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,5,0.1,42,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,B1,B2,T","S,B1,B2,T",true,0,1.0,-1.2223219657213993,none,5.0067901611328125e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,5,0.1,42,greedy,GreedyViterbi,harness_local_greedy_baseline,"S,A1,A2,T","S,B1,B2,T",false,2,0.0,-2.1747517942114163,none,2.1457672119140625e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,5,0.1,123,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,B1,B2,T","S,B1,B2,T",true,0,1.0,-1.0861898186695413,none,0.0005970001220703125,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,5,0.1,123,greedy,GreedyViterbi,harness_local_greedy_baseline,"S,A1,A2,T","S,B1,B2,T",false,2,0.0,-2.2617631484737792,none,2.09808349609375e-5,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,5,0.1,456,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,B1,B2,T","S,B1,B2,T",true,0,1.0,-1.0216513308652904,none,2.09808349609375e-5,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,5,0.1,456,greedy,GreedyViterbi,harness_local_greedy_baseline,"S,A1,A2,T","S,B1,B2,T",false,2,0.0,-1.9740811593553071,none,4.0531158447265625e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,5,0.2,42,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,B1,B2,T","S,B1,B2,T",true,0,1.0,-1.3093333199837622,none,6.9141387939453125e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,5,0.2,42,greedy,GreedyViterbi,harness_local_greedy_baseline,"S,A1,A2,T","S,B1,B2,T",false,2,0.0,-2.2617631484737792,none,3.0994415283203125e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,5,0.2,123,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,B1,B2,T","S,B1,B2,T",true,0,1.0,-1.0861898186695413,none,5.9604644775390625e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,5,0.2,123,greedy,GreedyViterbi,harness_local_greedy_baseline,"S,A1,A2,T","S,B1,B2,T",false,2,0.0,-2.2617631484737792,none,2.1457672119140625e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,5,0.2,456,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,B1,B2,T","S,B1,B2,T",true,0,1.0,-1.0216513308652904,none,6.198883056640625e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,5,0.2,456,greedy,GreedyViterbi,harness_local_greedy_baseline,"S,A1,A2,T","S,B1,B2,T",false,2,0.0,-1.9740811593553071,none,1.9073486328125e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.0,42,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,B1,B2,T","S,B1,B2,T",true,0,1.0,-1.1915503051607086,none,7.152557373046875e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.0,42,greedy,GreedyViterbi,harness_local_greedy_baseline,"S,A1,A2,T","S,B1,B2,T",false,2,0.0,-1.8562980778656137,none,1.9073486328125e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.0,123,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,B1,B2,T","S,B1,B2,T",true,0,1.0,-0.9038682618755918,none,5.0067901611328125e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.0,123,greedy,GreedyViterbi,harness_local_greedy_baseline,"S,A1,A2,T","S,B1,B2,T",false,2,0.0,-2.0794415916798297,none,1.9073486328125e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.0,456,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,B1,B2,T","S,B1,B2,T",true,0,1.0,-1.021651289198642,none,5.0067901611328125e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.0,456,greedy,GreedyViterbi,harness_local_greedy_baseline,"S,A1,A2,T","S,B1,B2,T",false,2,0.0,-1.9740810926886674,none,2.1457672119140625e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.01,42,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,B1,B2,T","S,B1,B2,T",true,0,1.0,-1.1915503051607086,none,4.0531158447265625e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.01,42,greedy,GreedyViterbi,harness_local_greedy_baseline,"S,A1,A2,T","S,B1,B2,T",false,2,0.0,-1.8562980778656137,none,1.9073486328125e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.01,123,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,B1,B2,T","S,B1,B2,T",true,0,1.0,-0.9038682618755918,none,5.9604644775390625e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.01,123,greedy,GreedyViterbi,harness_local_greedy_baseline,"S,A1,A2,T","S,B1,B2,T",false,2,0.0,-2.0794415916798297,none,2.1457672119140625e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.01,456,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,B1,B2,T","S,B1,B2,T",true,0,1.0,-1.021651289198642,none,4.0531158447265625e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.01,456,greedy,GreedyViterbi,harness_local_greedy_baseline,"S,A1,A2,T","S,B1,B2,T",false,2,0.0,-1.9740810926886674,none,2.1457672119140625e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.05,42,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,B1,B2,T","S,B1,B2,T",true,0,1.0,-1.1915503051607086,none,4.0531158447265625e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.05,42,greedy,GreedyViterbi,harness_local_greedy_baseline,"S,A1,A2,T","S,B1,B2,T",false,2,0.0,-1.8562980778656137,none,3.0994415283203125e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.05,123,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,B1,B2,T","S,B1,B2,T",true,0,1.0,-0.999178428043555,none,5.0067901611328125e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.05,123,greedy,GreedyViterbi,harness_local_greedy_baseline,"S,A1,A2,T","S,B1,B2,T",false,2,0.0,-2.174751757847793,none,1.9073486328125e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.05,456,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,B1,B2,T","S,B1,B2,T",true,0,1.0,-1.021651289198642,none,4.0531158447265625e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.05,456,greedy,GreedyViterbi,harness_local_greedy_baseline,"S,A1,A2,T","S,B1,B2,T",false,2,0.0,-1.9740810926886674,none,2.1457672119140625e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.1,42,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,B1,B2,T","S,B1,B2,T",true,0,1.0,-1.2521749159477336,none,5.0067901611328125e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.1,42,greedy,GreedyViterbi,harness_local_greedy_baseline,"S,A1,A2,T","S,B1,B2,T",false,2,0.0,-1.9169226886526385,none,1.9073486328125e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.1,123,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,B1,B2,T","S,B1,B2,T",true,0,1.0,-0.999178428043555,none,5.0067901611328125e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.1,123,greedy,GreedyViterbi,harness_local_greedy_baseline,"S,A1,A2,T","S,B1,B2,T",false,2,0.0,-2.174751757847793,none,2.1457672119140625e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.1,456,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,B1,B2,T","S,B1,B2,T",true,0,1.0,-1.021651289198642,none,5.9604644775390625e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.1,456,greedy,GreedyViterbi,harness_local_greedy_baseline,"S,A1,A2,T","S,B1,B2,T",false,2,0.0,-1.9740810926886674,none,3.0994415283203125e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.2,42,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,B1,B2,T","S,B1,B2,T",true,0,1.0,-1.3634005324821097,none,3.814697265625e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.2,42,greedy,GreedyViterbi,harness_local_greedy_baseline,"S,A1,A2,T","S,B1,B2,T",false,2,0.0,-2.028148305187015,none,2.1457672119140625e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.2,123,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,B1,B2,T","S,B1,B2,T",true,0,1.0,-1.0436301846855358,none,5.0067901611328125e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.2,123,greedy,GreedyViterbi,harness_local_greedy_baseline,"S,A1,A2,T","S,B1,B2,T",false,2,0.0,-2.2192035144897737,none,2.86102294921875e-6,600.73828125
1,h1_viterbi_dp_greedy_noise_coverage_sweep,local-smoke,rhizomorph_graph_unit_fixtures,0838eb6e7dfd6c15c82fbe14af5391c1d3211f2f,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,noisy,10,0.2,456,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,B1,B2,T","S,B1,B2,T",true,0,1.0,-1.1270117881898043,none,4.0531158447265625e-6,600.73828125
