manifest_schema_version,generation_id,code_environment_fingerprint,code_sha,git_tracked_worktree_dirty,git_tracked_diff_sha256,test_source_path,test_source_sha256,capture_runner_sha256,active_project_path,project_toml_sha256,manifest_toml_present,manifest_toml_sha256,julia_version,julia_threads,cpu_name,architecture,kernel,cpu_threads,seeds,genome_length,source_read_length,coverage,error_rate,k,accuracy_used_for_classifier,mean_nanopore_identity,mean_illumina_identity,wins_or_ties,mean_nanopore_beats_illumina,majority_wins_or_ties,mean_nanopore_above_0_80,capture_count,test_suite_passed,summary_sha256
1,c572f27fdea2d2b7e3134fc4a46d6f2fdd25b09b485dd22480c02ea3bcbd516b,b95f814cd5937e8695b919906417bf96e8c799090a036ca0633070140c799045,d3a4ed001b364e8e0dc50c5161d94837724ed972,false,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,test/4_assembly/indel_profile_assembly_test.jl,6367e19253253197f66ea1403457740981a6b3770aa6d60465c8227f514d3619,2bfee08da53d456a172c7a177d52229826a65ba2c99d8cb294abfdd03866585a,/Users/cameronprybol/workspace/Mycelia/.worktrees/td-jt7r-2-branching-frontier/Project.toml,d1f7b1d61216c1de6b385afe6e7b8c6740b5b7c7285ee18cee09cd74fef994ac,true,bd814ac9d374e22d43fc391f243e1527041728f5cacf2ca7b071cc25b52e09e3,1.10.10,1,apple-m1,aarch64,Darwin,6,1;2;3;4;5,60,40,30,0.05,17,false,0.9467759562841529,0.9334426229508196,4,true,true,true,1,true,d9ad06ddb3dcccb5e204e319d1dbf9df2753d45e0ccb75aef675337f345b79bf
