manifest_schema_version,generation_id,code_environment_fingerprint,code_sha,git_tracked_worktree_dirty,git_tracked_diff_sha256,benchmark_source_sha256,active_project_path,project_toml_sha256,manifest_toml_present,manifest_toml_sha256,julia_version,julia_threads,cpu_name,architecture,kernel,cpu_threads,genome_length,source_read_length,minimum_observed_read_length,coverage,error_rate,fixture_seed,corrector_seed,max_k,nanopore_wall_ceiling_seconds,prewiring_illumina_sha256,summary_sha256,telemetry_sha256,checks_sha256
1,a25fb5114305613c7ef7db65d9b8d220c171dd2fb9948f750c09e8663a24f5dc,bd0abf29db506728faa365010f6d29ef6bef29c3ddba629f2feb552f017b8d8a,8adbb91e1e17ecfec3391248c7ab5dcd0dc1dd42,false,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,31555c3cdd37fcea74c512c6ad5c443c3c8a68c6f92d4eae56f0db1be42211bd,/Users/cameronprybol/workspace/Mycelia/.worktrees/td-jt7r-2-branching-frontier/Project.toml,d1f7b1d61216c1de6b385afe6e7b8c6740b5b7c7285ee18cee09cd74fef994ac,true,bd814ac9d374e22d43fc391f243e1527041728f5cacf2ca7b071cc25b52e09e3,1.10.10,1,apple-m1,aarch64,Darwin,6,2000,1200,1000,8,0.05,42,1042,31,120.0,d36e3b6a10685346aa7b0238b48b4ab7fcefbed88f82cad7d959b0a831cdd311,16770443cd744076e5167ca678803ebbb19ee0fc139a3b9a0d2230db981edfdd,bc091a6d515e2a468743aceefdff3d32d857576a37942a1ff71e8743c4aeb590,1e3bdf47d90b123b6ad69789fa1eacb0a39696fbf37f240c513775d183da45f5
