benchmark_schema_version,benchmark_run_id,benchmark_scale,benchmark_dataset_ids,benchmark_git_commit,benchmark_dataset_id,benchmark_hypothesis_id,hypothesis_id,dataset_id,fixture_id,fixture_name,organism,data_type,coverage,seed,ambiguity_margin,algorithm,strategy_name,implementation_scope,path_vertices,truth_vertices,expected_strategy_vertices,exact_path_match,expected_strategy_path_match,path_accuracy,sequence_identity,normalized_edit_distance,sequence_metric_note,log_probability,oracle_log_probability,oracle_log_probability_gap,dp_log_probability,greedy_log_probability,delta_log_probability,log_likelihood_gap_dp_minus_greedy,tie_breaking,tie_breaking_exercised,emission_model,runtime_s,peak_rss_mib,failure_code
1,h1_viterbi_dp_greedy_smoke_20260627,local-smoke,rhizomorph_graph_unit_fixtures,b1f74696e1ee9e0ade5d04d9aec70944cccecf0b,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G0,linear control,synthetic,clean,fixture,0,,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,A1,A2,A3,T","S,A1,A2,A3,T","S,A1,A2,A3,T",true,true,1.0,1.0,0.0,path_match_proxy_no_sequence,-0.0402013434140058,-0.0402013434140058,0.0,-0.0402013434140058,-0.0402013434140058,0.0,0.0,deterministic_lexicographic_vertex_strand_edge,false,neutral,1.5974044799804688e-5,,none
1,h1_viterbi_dp_greedy_smoke_20260627,local-smoke,rhizomorph_graph_unit_fixtures,b1f74696e1ee9e0ade5d04d9aec70944cccecf0b,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G0,linear control,synthetic,clean,fixture,0,,greedy,GreedyViterbi,harness_local_greedy_baseline,"S,A1,A2,A3,T","S,A1,A2,A3,T","S,A1,A2,A3,T",true,true,1.0,1.0,0.0,path_match_proxy_no_sequence,-0.0402013434140058,-0.0402013434140058,0.0,-0.0402013434140058,-0.0402013434140058,0.0,0.0,deterministic_lexicographic_vertex_strand_edge,false,neutral,9.5367431640625e-7,,none
1,h1_viterbi_dp_greedy_smoke_20260627,local-smoke,rhizomorph_graph_unit_fixtures,b1f74696e1ee9e0ade5d04d9aec70944cccecf0b,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,clean,fixture,0,,viterbi_objective_oracle,ExhaustiveViterbiObjectiveOracle,tiny_fixture_exhaustive_oracle_not_production_strategy,"S,B1,B2,T","S,B1,B2,T","S,B1,B2,T",true,true,1.0,1.0,0.0,path_match_proxy_no_sequence,-0.31608154697347884,-0.31608154697347884,0.0,-0.31608154697347884,-1.396344696973392,1.0802631499999131,1.0802631499999131,deterministic_lexicographic_vertex_strand_edge,false,neutral,6.9141387939453125e-6,,none
1,h1_viterbi_dp_greedy_smoke_20260627,local-smoke,rhizomorph_graph_unit_fixtures,b1f74696e1ee9e0ade5d04d9aec70944cccecf0b,rhizomorph_graph_unit_fixtures,H1,H1,rhizomorph_graph_unit_fixtures,H1-G1,local-trap bubble,synthetic,clean,fixture,0,,greedy,GreedyViterbi,harness_local_greedy_baseline,"S,A1,A2,T","S,B1,B2,T","S,A1,A2,T",false,true,0.0,0.0,1.0,path_match_proxy_no_sequence,-1.396344696973392,-0.31608154697347884,1.0802631499999131,-0.31608154697347884,-1.396344696973392,1.0802631499999131,1.0802631499999131,deterministic_lexicographic_vertex_strand_edge,false,neutral,2.1457672119140625e-6,,none
