manifest_schema_version,generation_id,code_environment_fingerprint,code_sha,git_tracked_worktree_dirty,git_tracked_diff_sha256,benchmark_source_sha256,active_project_path,project_toml_sha256,manifest_toml_present,manifest_toml_sha256,julia_version,julia_threads,cpu_name,architecture,kernel,cpu_threads,smoke,repeats,synthetic_k,fixed_toy_k,genome_length,source_read_length,coverage,error_rate,fixture_seed,window_bases,frontier_work_limit,linear_10k_500_max_p95_ms,linear_10k_500_max_p95_slowdown,accuracy_metric_used,affordability_check_enforced,linear_10k_500_p95_ms,linear_2001_500_p95_ms,linear_10k_500_p95_slowdown,linear_10k_500_affordable,summary_sha256,replicates_sha256,png_sha256,svg_sha256
1,f5fbda9a7d774bd3c1170176f5a629389e6166cd6b59b729709af9dca2bfc306,4eca3e4f7dccb0ff26fe725e5173c492d42531557171f601c4a38d4b07c4291c,d3a4ed001b364e8e0dc50c5161d94837724ed972,false,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,ca4a13d214ad67e8c9c84bb6f10b5d37ccdc30786bfc9398e0d8fcf2c0417d1e,/Users/cameronprybol/workspace/Mycelia/.worktrees/td-jt7r-2-branching-frontier/Project.toml,d1f7b1d61216c1de6b385afe6e7b8c6740b5b7c7285ee18cee09cd74fef994ac,true,bd814ac9d374e22d43fc391f243e1527041728f5cacf2ca7b071cc25b52e09e3,1.10.10,1,apple-m1,aarch64,Darwin,6,false,5,9,31,2000,1200,8,0.05,42,250;500;1200,300000,1000.0,3.0,false,true,352.940991,359.443508,0.9819094882637301,true,6cd9b12450f2b453358a7f4ec1745d8d7dcc4847556d731f2d242d93065362e8,d952b970e15036508e91cb4aecedaf159558ee23e86e85371abefb91faa41d33,12f93af4f47de0ac94a4921988b3b0f180bea0143a271de3e3e18a0e72bec514,08caf87e094b0042ccc90f996f775f5bc4a73d4683b5c485c81fd6f441d9b7c3
