+access,+submission_date,+accession,+publication_date,+last_update,Sample name,SRA identifier,Bioproject identifier,altitude,env_feature,collection_date,sample number,sample_type,env_biome,lat_lon,geo_loc_name,isolation source,host,env_material
public,2017-12-20T15:50:11.950,SAMN08215882,2018-09-20T00:00:00.000,2021-02-28T05:15:08.996,chaoexpo74_I15,SRS2776321,PRJNA421162,51,air filter,2016-02-29,192,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.936,SAMN08215881,2018-09-20T00:00:00.000,2021-02-28T05:15:08.975,chaoexpo70_I6,SRS2776323,PRJNA421162,1466,air filter,2016-02-27,191,DNA,air filter,45.680806 N 111.03612 W,USA:montana,Bozeman,missing,missing,air
public,2017-12-20T15:50:11.920,SAMN08215880,2018-09-20T00:00:00.000,2021-02-28T05:15:08.954,chaoexpo22_I15,SRS2776531,PRJNA421162,14,air filter,2016-02-26,190,DNA,air filter,29.7604267 N 95.3698028 W,USA:texas,Houston,missing,missing,air
public,2017-12-20T15:50:11.910,SAMN08215879,2018-09-20T00:00:00.000,2021-02-28T05:15:08.931,chaoexpo56_I12,SRS2776533,PRJNA421162,51,air filter,2016-02-25,189,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.893,SAMN08215878,2018-09-20T00:00:00.000,2021-02-28T05:15:08.910,chaoexpo74_I12,SRS2776535,PRJNA421162,51,air filter,2016-02-23,188,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.880,SAMN08215877,2018-09-20T00:00:00.000,2021-02-28T05:15:08.888,chaoexpo74_I6,SRS2776534,PRJNA421162,51,air filter,2016-02-21,187,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.866,SAMN08215876,2018-09-20T00:00:00.000,2021-02-28T05:15:08.837,chaoexpo51_I15,SRS2776537,PRJNA421162,51,air filter,2016-02-18,186,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.853,SAMN08215875,2018-09-20T00:00:00.000,2021-02-28T05:15:08.816,chaoexpo56_I6,SRS2776536,PRJNA421162,51,air filter,2016-02-16,185,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.840,SAMN08215874,2018-09-20T00:00:00.000,2021-02-28T05:15:08.795,chaoexpo51_I12,SRS2776538,PRJNA421162,1424,air filter,2016-02-12,184,DNA,air filter,51.17311515 N 115.5629289 W,Canada:NA,Banff,missing,missing,air
public,2017-12-20T15:50:11.826,SAMN08215873,2018-09-20T00:00:00.000,2021-02-28T05:15:08.775,chaoexpo32_I5,SRS2776539,PRJNA421162,1614,air filter,2016-02-05,183,DNA,air filter,39.738968 N 104.94227 W,USA:colorado,Denver,missing,missing,air
public,2017-12-20T15:50:11.810,SAMN08215872,2018-09-20T00:00:00.000,2021-02-28T05:15:08.752,chaoexpo12_I15,SRS2776540,PRJNA421162,51,air filter,2016-02-05,182,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.796,SAMN08215871,2018-09-20T00:00:00.000,2021-02-28T05:15:08.732,chaoexpo14_I12,SRS2776541,PRJNA421162,22,air filter,2016-01-31,181,DNA,air filter,37.788407 N 122.4068 W,USA:california,San Francisco,missing,missing,air
public,2017-12-20T15:50:11.783,SAMN08215870,2018-09-20T00:00:00.000,2021-02-28T05:15:08.712,chaoexpo28_I15,SRS2776527,PRJNA421162,51,air filter,2016-01-28,180,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.770,SAMN08215869,2018-09-20T00:00:00.000,2021-02-28T05:15:08.691,chaoexpo44_I15,SRS2776643,PRJNA421162,51,air filter,2016-01-25,179,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.756,SAMN08215868,2018-09-20T00:00:00.000,2021-02-28T05:15:08.669,chaoexpo56_I5,SRS2776642,PRJNA421162,34,air filter,2016-01-22,178,DNA,air filter,37.4087126 N 122.1498307 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.740,SAMN08215867,2018-09-20T00:00:00.000,2021-02-28T05:15:08.648,chaoexpo51_I6,SRS2776639,PRJNA421162,51,air filter,2016-01-22,177,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.726,SAMN08215866,2018-09-20T00:00:00.000,2021-02-28T05:15:08.627,chaoexpo55_I15,SRS2776523,PRJNA421162,189,air filter,2016-01-20,176,DNA,air filter,32.7556215 N 97.3324061 W,USA:texas,Fort Worth,missing,missing,air
public,2017-12-20T15:50:11.713,SAMN08215865,2018-09-20T00:00:00.000,2021-02-28T05:15:08.607,chaoexpo22_I12,SRS2776521,PRJNA421162,51,air filter,2016-01-18,175,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.700,SAMN08215864,2018-09-20T00:00:00.000,2021-02-28T05:15:08.586,chaoexpo44_I12,SRS2776519,PRJNA421162,51,air filter,2016-01-15,174,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.683,SAMN08215863,2018-09-20T00:00:00.000,2021-02-28T05:15:08.566,chaoexpo55_I12,SRS2776516,PRJNA421162,1353,air filter,2016-01-15,173,DNA,air filter,39.4757191 N 119.7786747 W,USA:nevada,Reno,missing,missing,air
public,2017-12-20T15:50:11.666,SAMN08215862,2018-09-20T00:00:00.000,2021-02-28T05:15:08.545,chaoexpo48_I6,SRS2776652,PRJNA421162,425,air filter,2016-01-10,172,DNA,air filter,34.3637 N 118.55116 W,USA:california,Los Angeles,missing,missing,air
public,2017-12-20T15:50:11.653,SAMN08215861,2018-09-20T00:00:00.000,2021-02-28T05:15:08.524,chaoexpo55_I6,SRS2776518,PRJNA421162,3,air filter,2016-01-07,171,DNA,air filter,32.711126 N 117.168068 W,USA:california,San Diego,missing,missing,air
public,2017-12-20T15:50:11.640,SAMN08215860,2018-09-20T00:00:00.000,2021-02-28T05:15:08.503,chaoexpo51_I5,SRS2776478,PRJNA421162,125,air filter,2016-01-07,170,DNA,air filter,32.89389037 N 117.2426647 W,USA:california,San Diego,missing,missing,air
public,2017-12-20T15:50:11.623,SAMN08215859,2018-09-20T00:00:00.000,2021-02-28T05:15:08.482,chaoexpo10_I12,SRS2776481,PRJNA421162,51,air filter,2016-01-05,169,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.610,SAMN08215858,2018-09-20T00:00:00.000,2021-02-28T05:15:08.461,chaoexpo50_I15,SRS2776665,PRJNA421162,49,air filter,2016-01-02,168,DNA,air filter,41.75736384 N 72.75577191 W,USA:connecticut,West Hartford,missing,missing,air
public,2017-12-20T15:50:11.596,SAMN08215857,2018-09-20T00:00:00.000,2021-02-28T05:15:08.429,chaoexpo48_I5,SRS2776667,PRJNA421162,76,air filter,2015-12-28,167,DNA,air filter,40.24783815 N 75.58747128 W,USA:pennsylvania,Pottstown,missing,missing,air
public,2017-12-20T15:50:11.583,SAMN08215856,2018-09-20T00:00:00.000,2021-02-28T05:15:08.405,chaoexpo50_I12,SRS2776662,PRJNA421162,6,air filter,2016-01-03,166,DNA,air filter,36.6002378 N 121.8946761 W,USA:california,Monterey,missing,missing,air
public,2017-12-20T15:50:11.570,SAMN08215855,2018-09-20T00:00:00.000,2021-02-28T05:15:08.349,chaoexpo55_I5,SRS2776660,PRJNA421162,49,air filter,2015-12-25,165,DNA,air filter,41.75736384 N 72.75577191 W,USA:connecticut,West Hartford,missing,missing,air
public,2017-12-20T15:50:11.553,SAMN08215854,2018-09-20T00:00:00.000,2021-02-28T05:15:08.329,chaoexpo54_I15,SRS2776658,PRJNA421162,51,air filter,2015-12-22,164,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.540,SAMN08215853,2018-09-20T00:00:00.000,2021-02-28T05:15:08.308,chaoexpo54_I12,SRS2776661,PRJNA421162,51,air filter,2015-12-18,163,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.526,SAMN08215852,2018-09-20T00:00:00.000,2021-02-28T05:15:08.288,chaoexpo20_I12,SRS2776465,PRJNA421162,51,air filter,2015-12-14,162,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.500,SAMN08215851,2018-09-20T00:00:00.000,2021-02-28T05:15:08.268,chaoexpo34_I15,SRS2776466,PRJNA421162,8,air filter,2015-12-10,161,DNA,air filter,41.30554102 N 72.92788858 W,USA:connecticut,West Hartford,missing,missing,air
public,2017-12-20T15:50:11.483,SAMN08215850,2018-09-20T00:00:00.000,2021-02-28T05:15:08.247,chaoexpo12_I12,SRS2776238,PRJNA421162,76,air filter,2015-12-06,160,DNA,air filter,40.24783815 N 75.58747128 W,USA:pennsylvania,Pottstown,missing,missing,air
public,2017-12-20T15:50:11.466,SAMN08215849,2018-09-20T00:00:00.000,2021-02-28T05:15:08.227,chaoexpo22_I6,SRS2776236,PRJNA421162,51,air filter,2015-12-10,159,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.453,SAMN08215848,2018-09-20T00:00:00.000,2021-02-28T05:15:08.206,chaoexpo28_I12,SRS2776240,PRJNA421162,102,air filter,2015-12-03,158,DNA,air filter,38.99791635 N 77.09885595 W,USA:maryland,Bethesda,missing,missing,air
public,2017-12-20T15:50:11.440,SAMN08215847,2018-09-20T00:00:00.000,2021-02-28T05:15:08.186,chaoexpo44_I6,SRS2776239,PRJNA421162,51,air filter,2015-11-30,157,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.423,SAMN08215846,2018-09-20T00:00:00.000,2021-02-28T05:15:08.165,chaoexpo08_I15,SRS2776241,PRJNA421162,51,air filter,2015-11-25,156,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.410,SAMN08215845,2018-09-20T00:00:00.000,2021-02-28T05:15:08.145,chaoexpo24_I15,SRS2776237,PRJNA421162,51,air filter,2015-11-23,155,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.396,SAMN08215844,2018-09-20T00:00:00.000,2021-09-26T03:16:12.702,chaoexpo47_I15,SRS2776246,PRJNA421162,297,air filter,2015-11-20,154,DNA,air filter,49.3843105 N 8.70938919 E,Germany:NA,Heidelberg,missing,missing,air
public,2017-12-20T15:50:11.380,SAMN08215843,2018-09-20T00:00:00.000,2021-02-28T05:15:08.102,chaoexpo44_I5,SRS2776243,PRJNA421162,14,air filter,2015-11-23,153,DNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:11.366,SAMN08215842,2018-09-20T00:00:00.000,2021-02-28T05:15:08.081,chaoexpo50_I6,SRS2776244,PRJNA421162,51,air filter,2015-11-15,152,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.353,SAMN08215841,2018-09-20T00:00:00.000,2021-02-28T05:15:08.061,chaoexpo31_I15,SRS2776242,PRJNA421162,51,air filter,2015-11-09,151,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.340,SAMN08215840,2018-09-20T00:00:00.000,2021-02-28T05:15:08.041,chaoexpo40_I15,SRS2776421,PRJNA421162,51,air filter,2015-11-06,150,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.323,SAMN08215839,2018-09-20T00:00:00.000,2021-02-28T05:15:08.017,chaoexpo50_I5,SRS2776423,PRJNA421162,51,air filter,2015-11-02,149,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.310,SAMN08215838,2018-09-20T00:00:00.000,2021-09-26T03:16:12.676,chaoexpo49_I15,SRS2776427,PRJNA421162,466,air filter,2015-10-30,148,DNA,air filter,45.89293586 N 6.16788012 E,France:NA,Veyrier-du-Lac,missing,missing,air
public,2017-12-20T15:50:11.296,SAMN08215837,2018-09-20T00:00:00.000,2021-02-28T05:15:07.976,chaoexpo47_I12,SRS2776428,PRJNA421162,29,air filter,2015-10-30,147,DNA,air filter,37.4323403 N 122.17595 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.280,SAMN08215836,2018-09-20T00:00:00.000,2021-02-28T05:15:07.956,chaoexpo10_I6,SRS2776429,PRJNA421162,14,air filter,2015-11-06,146,DNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:11.266,SAMN08215835,2018-09-20T00:00:00.000,2021-02-28T05:15:07.935,chaoexpo06_I15,SRS2776431,PRJNA421162,51,air filter,2015-10-27,145,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.253,SAMN08215834,2018-09-20T00:00:00.000,2021-02-28T05:15:07.914,chaoexpo30_I15,SRS2776422,PRJNA421162,51,air filter,2015-10-23,144,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.240,SAMN08215833,2018-09-20T00:00:00.000,2021-02-28T05:15:07.894,chaoexpo16_I15,SRS2776425,PRJNA421162,51,air filter,2015-10-19,143,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.223,SAMN08215832,2018-09-20T00:00:00.000,2021-02-28T05:15:07.874,chaoexpo18_I15,SRS2776424,PRJNA421162,51,air filter,2015-10-16,142,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.210,SAMN08215831,2018-09-20T00:00:00.000,2021-02-28T05:15:07.853,chaoexpo08_I12,SRS2776426,PRJNA421162,14,air filter,2015-10-19,141,DNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:11.196,SAMN08215830,2018-09-20T00:00:00.000,2021-02-28T05:15:07.832,chaoexpo08_I6,SRS2776449,PRJNA421162,4,air filter,2015-10-11,140,DNA,air filter,42.37213961 N 71.12296395 W,USA:massachusetts,Cambridge,missing,missing,air
public,2017-12-20T15:50:11.183,SAMN08215829,2018-09-20T00:00:00.000,2021-02-28T05:15:07.811,chaoexpo40_I12,SRS2776448,PRJNA421162,2,air filter,2015-10-09,139,DNA,air filter,39.28352897 N 76.60172713 W,USA:maryland,Baltimore,missing,missing,air
public,2017-12-20T15:50:11.170,SAMN08215828,2018-09-20T00:00:00.000,2021-02-28T05:15:07.789,chaoexpo14_I6,SRS2776450,PRJNA421162,29,air filter,2015-10-12,138,DNA,air filter,37.4323403 N 122.17595 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.153,SAMN08215827,2018-09-20T00:00:00.000,2021-02-28T05:15:07.767,chaoexpo28_I6,SRS2776447,PRJNA421162,14,air filter,2015-10-06,137,DNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:11.136,SAMN08215826,2018-09-20T00:00:00.000,2021-02-28T05:15:07.746,chaoexpo36_I15,SRS2776578,PRJNA421162,288,air filter,2015-10-03,136,DNA,air filter,38.0498426 N 84.50129234 W,USA:kentucky,Lexington,missing,missing,air
public,2017-12-20T15:50:11.120,SAMN08215825,2018-09-20T00:00:00.000,2021-02-28T05:15:07.723,chaoexpo30_I12,SRS2776451,PRJNA421162,1,air filter,2015-10-01,135,DNA,air filter,49.28833882 N 123.1124077 W,Canada:NA,Vancouver,missing,missing,air
public,2017-12-20T15:50:11.106,SAMN08215824,2018-09-20T00:00:00.000,2021-02-28T05:15:07.702,chaoexpo34_I12,SRS2776453,PRJNA421162,14,air filter,2015-09-29,134,DNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:11.083,SAMN08215823,2018-09-20T00:00:00.000,2021-02-28T05:15:07.682,chaoexpo12_I6,SRS2776452,PRJNA421162,34,air filter,2015-09-28,133,DNA,air filter,37.4087126 N 122.1498307 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.070,SAMN08215822,2018-09-20T00:00:00.000,2021-02-28T05:15:07.661,chaoexpo26_I15,SRS2776455,PRJNA421162,34,air filter,2015-09-28,132,DNA,air filter,37.4087126 N 122.1498307 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.053,SAMN08215821,2018-09-20T00:00:00.000,2021-02-28T05:15:07.641,chaoexpo47_I6,SRS2776454,PRJNA421162,51,air filter,2015-09-25,131,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:11.040,SAMN08215820,2018-09-20T00:00:00.000,2021-02-28T05:15:07.621,chaoexpo40_I6,SRS2776596,PRJNA421162,1353,air filter,2015-09-22,130,DNA,air filter,39.4757191 N 119.7786747 W,USA:nevada,Reno,missing,missing,air
public,2017-12-20T15:50:11.023,SAMN08215819,2018-09-20T00:00:00.000,2021-02-28T05:15:07.601,chaoexpo31_I12,SRS2776598,PRJNA421162,7,air filter,2015-09-18,129,DNA,air filter,36.6111478 N 121.8589246 W,USA:california,Monterey,missing,missing,air
public,2017-12-20T15:50:11.010,SAMN08215818,2018-09-20T00:00:00.000,2021-02-28T05:15:07.581,chaoexpo43_I15,SRS2776597,PRJNA421162,155,air filter,2015-09-15,128,DNA,air filter,46.2182106 N 119.2172538 W,USA:washington,Kennewick,missing,missing,air
public,2017-12-20T15:50:10.996,SAMN08215817,2018-09-20T00:00:00.000,2021-02-28T05:15:07.560,chaoexpo47_I5,SRS2776600,PRJNA421162,14,air filter,2015-09-15,127,DNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:10.980,SAMN08215816,2018-09-20T00:00:00.000,2021-02-28T05:15:07.539,chaoexpo36_I12,SRS2776594,PRJNA421162,51,air filter,2015-09-01,126,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:10.966,SAMN08215815,2018-09-20T00:00:00.000,2021-02-28T05:15:07.518,chaoexpo02_I15,SRS2776599,PRJNA421162,237,air filter,2015-08-29,125,DNA,air filter,40.00308734 N 83.03707693 W,USA:ohio,Columbus,missing,missing,air
public,2017-12-20T15:50:10.950,SAMN08215814,2018-09-20T00:00:00.000,2021-02-28T05:15:07.498,chaoexpo06_I12,SRS2776603,PRJNA421162,51,air filter,2015-08-26,124,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:10.936,SAMN08215813,2018-09-20T00:00:00.000,2021-02-28T05:15:07.477,chaoexpo04_I15,SRS2776605,PRJNA421162,29,air filter,2015-08-23,123,DNA,air filter,37.4323403 N 122.17595 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:10.923,SAMN08215812,2018-09-20T00:00:00.000,2021-02-28T05:15:07.457,chaoexpo20_I15,SRS2776601,PRJNA421162,492,air filter,2015-08-20,122,DNA,air filter,30.63191974 N 104.0747304 E,China:NA,Chengdu,missing,missing,air
public,2017-12-20T15:50:10.910,SAMN08215811,2018-09-20T00:00:00.000,2021-02-28T05:15:07.437,chaoexpo08_I5,SRS2776602,PRJNA421162,51,air filter,2015-08-16,121,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:10.893,SAMN08215810,2018-09-20T00:00:00.000,2021-02-28T05:15:07.416,chaoexpo12_I5,SRS2776738,PRJNA421162,51,air filter,2015-08-11,120,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:10.876,SAMN08215809,2018-09-20T00:00:00.000,2021-02-28T05:15:07.394,chaoexpo14_I5,SRS2776740,PRJNA421162,1424,air filter,2015-08-05,119,DNA,air filter,51.17311515 N 115.5629289 W,Canada:NA,Banff,missing,missing,air
public,2017-12-20T15:50:10.860,SAMN08215808,2018-09-20T00:00:00.000,2021-02-28T05:15:07.373,chaoexpo24_I12,SRS2776746,PRJNA421162,217,air filter,2015-08-01,118,DNA,air filter,41.66315887 N 91.54413738 W,USA:iowa,Iowa City,missing,missing,air
public,2017-12-20T15:50:10.846,SAMN08215807,2018-09-20T00:00:00.000,2021-02-28T05:15:07.353,chaoexpo26_I12,SRS2776745,PRJNA421162,51,air filter,2015-08-02,117,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:10.830,SAMN08215806,2018-09-20T00:00:00.000,2021-02-28T05:15:07.332,chaoexpo54_I6,SRS2776739,PRJNA421162,51,air filter,2015-07-24,116,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:10.816,SAMN08215805,2018-09-20T00:00:00.000,2021-02-28T05:15:07.312,chaoexpo16_I12,SRS2776744,PRJNA421162,6,air filter,2015-07-18,115,DNA,air filter,63.43591177 N 10.40676598 E,Norway:NA,Trondheim,missing,missing,air
public,2017-12-20T15:50:10.803,SAMN08215804,2018-09-20T00:00:00.000,2021-02-28T05:15:07.291,chaoexpo43_I12,SRS2776741,PRJNA421162,492,air filter,2015-07-13,114,DNA,air filter,39.3433574 N 117.3616476 E,China:NA,Chengdu,missing,missing,air
public,2017-12-20T15:50:10.790,SAMN08215803,2018-09-20T00:00:00.000,2021-02-28T05:15:07.271,chaoexpo04_I12,SRS2776743,PRJNA421162,5,air filter,2015-07-11,113,DNA,air filter,39.3433574 N 117.3616476 E,China:NA,Tianjin,missing,missing,air
public,2017-12-20T15:50:10.773,SAMN08215802,2018-09-20T00:00:00.000,2021-02-28T05:15:07.250,chaoexpo22_I5,SRS2776737,PRJNA421162,1930,air filter,2015-07-08,112,DNA,air filter,24.880095 N 102.832891 E,China:NA,Kunming,missing,missing,air
public,2017-12-20T15:50:10.760,SAMN08215801,2018-09-20T00:00:00.000,2021-02-28T05:15:07.227,chaoexpo18_I12,SRS2776742,PRJNA421162,71,air filter,2015-07-12,111,DNA,air filter,59.92982294 N 10.72748498 E,Norway:NA,Oslo,missing,missing,air
public,2017-12-20T15:50:10.743,SAMN08215800,2018-09-20T00:00:00.000,2021-02-28T05:15:07.202,chaoexpo02_I12,SRS2776259,PRJNA421162,5,air filter,2015-07-05,110,DNA,air filter,39.3433574 N 117.3616476 E,China:NA,Tianjin,missing,missing,air
public,2017-12-20T15:50:10.730,SAMN08215799,2018-09-20T00:00:00.000,2021-02-28T05:15:07.181,chaoexpo46_I15,SRS2776260,PRJNA421162,51,air filter,2015-07-02,109,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:10.713,SAMN08215798,2018-09-20T00:00:00.000,2021-02-28T05:15:07.160,chaoexpo39_I15,SRS2776352,PRJNA421162,102,air filter,2015-06-27,108,DNA,air filter,38.99791635 N 77.09885595 W,USA:maryland,Bethesda,missing,missing,air
public,2017-12-20T15:50:10.696,SAMN08215797,2018-09-20T00:00:00.000,2021-02-28T05:15:07.138,chaoexpo40_I5,SRS2776488,PRJNA421162,120,air filter,2015-06-24,107,DNA,air filter,42.47350702 N 71.60669408 W,USA:massachusetts,Harvard,missing,missing,air
public,2017-12-20T15:50:10.680,SAMN08215796,2018-09-20T00:00:00.000,2021-02-28T05:15:07.105,chaoexpo54_I5,SRS2776354,PRJNA421162,51,air filter,2015-06-19,106,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:10.666,SAMN08215795,2018-09-20T00:00:00.000,2021-02-28T05:15:07.084,chaoexpo49_I12,SRS2776355,PRJNA421162,222,air filter,2015-06-14,105,DNA,air filter,43.68614401 N 86.385782 W,USA:michigan,Hart,missing,missing,air
public,2017-12-20T15:50:10.653,SAMN08215794,2018-09-20T00:00:00.000,2021-02-28T05:15:07.063,chaoexpo02_I6,SRS2776356,PRJNA421162,14,air filter,2015-06-12,104,DNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:10.640,SAMN08215793,2018-09-20T00:00:00.000,2021-02-28T05:15:07.043,chaoexpo46_I12,SRS2776357,PRJNA421162,51,air filter,2015-06-09,103,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:10.623,SAMN08215792,2018-09-20T00:00:00.000,2021-02-28T05:15:07.022,chaoexpo53_I15,SRS2776265,PRJNA421162,51,air filter,2015-06-10,102,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:10.606,SAMN08215791,2018-09-20T00:00:00.000,2021-02-28T05:15:07.002,chaoexpo43_I6,SRS2776270,PRJNA421162,51,air filter,2015-06-10,101,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:10.593,SAMN08215790,2018-09-20T00:00:00.000,2021-02-28T05:15:06.981,chaoexpo49_I6,SRS2776467,PRJNA421162,3,air filter,2015-06-02,100,DNA,air filter,29.94850673 N 90.0668881 W,USA:louisiana,New Orleans,missing,missing,air
public,2017-12-20T15:50:10.580,SAMN08215789,2018-09-20T00:00:00.000,2021-02-28T05:15:06.960,chaoexpo21_I15,SRS2776464,PRJNA421162,51,air filter,2015-05-31,99,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:10.563,SAMN08215788,2018-09-20T00:00:00.000,2021-02-28T05:15:06.938,chaoexpo53_I6,SRS2776457,PRJNA421162,4,air filter,2015-05-27,98,DNA,air filter,29.54834436 N 95.09155932 W,USA:texas,Houston,missing,missing,air
public,2017-12-20T15:50:10.550,SAMN08215787,2018-09-20T00:00:00.000,2021-02-28T05:15:06.918,chaoexpo04_I6,SRS2776456,PRJNA421162,14,air filter,2015-06-02,97,DNA,air filter,37.4594516 N 122.1636314 W,USA:california,Menlo Park,missing,missing,air
public,2017-12-20T15:50:10.536,SAMN08215786,2018-09-20T00:00:00.000,2021-02-28T05:15:06.897,chaoexpo53_I12,SRS2776460,PRJNA421162,29,air filter,2015-06-01,96,DNA,air filter,37.4323403 N 122.17595 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:10.520,SAMN08215785,2018-09-20T00:00:00.000,2021-02-28T05:15:06.875,chaoexpo06_I6,SRS2776459,PRJNA421162,51,air filter,2015-05-26,95,DNA,air filter,37.40988969 N 122.1593497 W,USA:california,Palo Alto,missing,missing,air
public,2017-12-20T15:50:10.506,SAMN08215784,2018-09-20T00:00:00.000,2021-02-28T05:15:06.854,chaoexpo16_I6,SRS2776461,PRJNA421162,not applicable,air filter,2015-05-19,94,DNA,air filter,not applicable,not applicable,missing,missing,air
