manifest_schema_version,generation_id,code_environment_fingerprint,code_sha,git_tracked_worktree_dirty,git_tracked_diff_sha256,benchmark_source_sha256,active_project_path,project_toml_sha256,manifest_toml_present,manifest_toml_sha256,julia_version,julia_threads,cpu_name,architecture,kernel,cpu_threads,genome_length,source_read_length,minimum_observed_read_length,coverage,error_rate,fixture_seed,corrector_seed,max_k,nanopore_wall_ceiling_seconds,prewiring_illumina_sha256,summary_sha256,telemetry_sha256,checks_sha256
1,e1794c8ace32f7c72dbb32a66f0ba328d6cc90646359547e4395881ac199fac0,7a9edc95cf0b64ec0704e87b545ceb414cdcee97b8b549865d0591146b3df29e,d3a4ed001b364e8e0dc50c5161d94837724ed972,false,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,31555c3cdd37fcea74c512c6ad5c443c3c8a68c6f92d4eae56f0db1be42211bd,/Users/cameronprybol/workspace/Mycelia/.worktrees/td-jt7r-2-branching-frontier/Project.toml,d1f7b1d61216c1de6b385afe6e7b8c6740b5b7c7285ee18cee09cd74fef994ac,true,bd814ac9d374e22d43fc391f243e1527041728f5cacf2ca7b071cc25b52e09e3,1.10.10,1,apple-m1,aarch64,Darwin,6,2000,1200,1000,8,0.05,42,1042,31,120.0,d36e3b6a10685346aa7b0238b48b4ab7fcefbed88f82cad7d959b0a831cdd311,229a55d6127be7f3541e81a2a591c70be2492f2d69a185d9fcf4c9d42871e5c9,b0842312e06494f821f7853575b8f89db138cfcd2ec08fa2cdee41031c00b7d3,7783ecbf93b77fc630172d66455d8943fbca9cc055dafddbd399893ba8ce41b9
