graph_id,graph_source,k,window_bases,n_observations,window_start,phase,replicate,elapsed_ms,algorithm,path_available,pair_hmm_path_valid,pair_hmm_valid,truncated,completed_columns,decoded_read_index,terminal_contract_valid,graph_step_trace_aligned,path_length_aligned,corrected_path_aligned,move_counts_aligned,path_trace_aligned,trace_complete,complete,full_decode,frontier_area,edge_expansions,peak_frontier
linear_2001,synthetic_linear,9,1200,1192,1,measurement,3,1182.535333,viterbi_indel_pair_hmm,true,true,true,false,1192,1192,true,true,true,true,true,true,true,true,true,259356,376431,219
linear_2001,synthetic_linear,9,1200,1192,1,measurement,4,1209.515125,viterbi_indel_pair_hmm,true,true,true,false,1192,1192,true,true,true,true,true,true,true,true,true,259356,376431,219
linear_2001,synthetic_linear,9,1200,1192,1,measurement,5,1207.715666,viterbi_indel_pair_hmm,true,true,true,false,1192,1192,true,true,true,true,true,true,true,true,true,259356,376431,219
linear_10001,synthetic_linear,9,250,242,1,warmup,0,217.431334,viterbi_indel_pair_hmm,true,true,true,false,242,242,true,true,true,true,true,true,true,true,true,51306,74331,219
linear_10001,synthetic_linear,9,250,242,1,measurement,1,216.499208,viterbi_indel_pair_hmm,true,true,true,false,242,242,true,true,true,true,true,true,true,true,true,51306,74331,219
linear_10001,synthetic_linear,9,250,242,1,measurement,2,209.211833,viterbi_indel_pair_hmm,true,true,true,false,242,242,true,true,true,true,true,true,true,true,true,51306,74331,219
linear_10001,synthetic_linear,9,250,242,1,measurement,3,203.355375,viterbi_indel_pair_hmm,true,true,true,false,242,242,true,true,true,true,true,true,true,true,true,51306,74331,219
linear_10001,synthetic_linear,9,250,242,1,measurement,4,223.727834,viterbi_indel_pair_hmm,true,true,true,false,242,242,true,true,true,true,true,true,true,true,true,51306,74331,219
linear_10001,synthetic_linear,9,250,242,1,measurement,5,215.95075,viterbi_indel_pair_hmm,true,true,true,false,242,242,true,true,true,true,true,true,true,true,true,51306,74331,219
linear_10001,synthetic_linear,9,500,492,1,warmup,0,423.183167,viterbi_indel_pair_hmm,true,true,true,false,492,492,true,true,true,true,true,true,true,true,true,106056,153831,219
linear_10001,synthetic_linear,9,500,492,1,measurement,1,498.891167,viterbi_indel_pair_hmm,true,true,true,false,492,492,true,true,true,true,true,true,true,true,true,106056,153831,219
linear_10001,synthetic_linear,9,500,492,1,measurement,2,432.7405,viterbi_indel_pair_hmm,true,true,true,false,492,492,true,true,true,true,true,true,true,true,true,106056,153831,219
linear_10001,synthetic_linear,9,500,492,1,measurement,3,467.333083,viterbi_indel_pair_hmm,true,true,true,false,492,492,true,true,true,true,true,true,true,true,true,106056,153831,219
linear_10001,synthetic_linear,9,500,492,1,measurement,4,419.304166,viterbi_indel_pair_hmm,true,true,true,false,492,492,true,true,true,true,true,true,true,true,true,106056,153831,219
linear_10001,synthetic_linear,9,500,492,1,measurement,5,436.454625,viterbi_indel_pair_hmm,true,true,true,false,492,492,true,true,true,true,true,true,true,true,true,106056,153831,219
linear_10001,synthetic_linear,9,1200,1192,1,warmup,0,1200.059042,viterbi_indel_pair_hmm,true,true,true,false,1192,1192,true,true,true,true,true,true,true,true,true,259356,376431,219
linear_10001,synthetic_linear,9,1200,1192,1,measurement,1,1253.747166,viterbi_indel_pair_hmm,true,true,true,false,1192,1192,true,true,true,true,true,true,true,true,true,259356,376431,219
linear_10001,synthetic_linear,9,1200,1192,1,measurement,2,1195.116459,viterbi_indel_pair_hmm,true,true,true,false,1192,1192,true,true,true,true,true,true,true,true,true,259356,376431,219
linear_10001,synthetic_linear,9,1200,1192,1,measurement,3,1178.648917,viterbi_indel_pair_hmm,true,true,true,false,1192,1192,true,true,true,true,true,true,true,true,true,259356,376431,219
