manifest_schema_version,generation_id,code_environment_fingerprint,code_sha,git_tracked_worktree_dirty,git_tracked_diff_sha256,benchmark_source_sha256,active_project_path,project_toml_sha256,manifest_toml_present,manifest_toml_sha256,julia_version,julia_threads,cpu_name,architecture,kernel,cpu_threads,smoke,repeats,synthetic_k,fixed_toy_k,genome_length,source_read_length,coverage,error_rate,fixture_seed,window_bases,frontier_work_limit,linear_10k_500_max_p95_ms,linear_10k_500_max_p95_slowdown,accuracy_metric_used,affordability_check_enforced,linear_10k_500_p95_ms,linear_2001_500_p95_ms,linear_10k_500_p95_slowdown,linear_10k_500_affordable,summary_sha256,replicates_sha256,png_sha256,svg_sha256
1,9f605263967604e7f8b4bc26ac1d2601110e9e312cd6ef43c18d13c1f07e552e,1e430c56f4ba130f5454150ac5b7b65cf1ae9e02add1ce43146ce6d9f84fbfec,8adbb91e1e17ecfec3391248c7ab5dcd0dc1dd42,false,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,ca4a13d214ad67e8c9c84bb6f10b5d37ccdc30786bfc9398e0d8fcf2c0417d1e,/Users/cameronprybol/workspace/Mycelia/.worktrees/td-jt7r-2-branching-frontier/Project.toml,d1f7b1d61216c1de6b385afe6e7b8c6740b5b7c7285ee18cee09cd74fef994ac,true,bd814ac9d374e22d43fc391f243e1527041728f5cacf2ca7b071cc25b52e09e3,1.10.10,1,apple-m1,aarch64,Darwin,6,false,5,9,31,2000,1200,8,0.05,42,250;500;1200,300000,1000.0,3.0,false,true,492.57955019999997,490.2779586,1.0046944627218655,true,469daf9ad0192b071547046203981ac4d0024e8ab822047cae9451331962fd87,3863ce7c24e568a288364e2bb49d85fee015c6d41ccbaed2cced7ec0a3541223,0ee781eebb09081e56a6fe89ce1d5f8e1f760d3ae27de79edbf4500a595cd25f,4dc9eed2162408e7528ffe20263a2dc60504445383a5b20ce6ca337c26c3c19f
